Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2025-06-18,2001.0251250814074,2017.0173338732668,1974.8379319890857,1980.4351806640625,1401356,0.0,0.0,BAJAJFINSV
