Date,Time,Open,High,Low,Close,Volume
2025-07-01,09:15:00,2057.300048828125,2057.300048828125,2046.0,2046.0,0
2025-07-01,09:16:00,2045.699951171875,2046.4000244140625,2043.800048828125,2044.9000244140625,8960
2025-07-01,09:17:00,2044.5999755859375,2049.60009765625,2042.9000244140625,2049.60009765625,6166
2025-07-01,09:18:00,2048.39990234375,2054.5,2048.39990234375,2053.699951171875,3764
2025-07-01,09:19:00,2054.0,2057.5,2052.800048828125,2055.39990234375,6488
2025-07-01,09:20:00,2055.39990234375,2060.60009765625,2054.39990234375,2060.0,5934
2025-07-01,09:21:00,2060.199951171875,2062.5,2060.0,2061.39990234375,6645
2025-07-01,09:22:00,2061.89990234375,2062.10009765625,2059.300048828125,2060.0,2386
2025-07-01,09:23:00,2060.0,2060.0,2057.300048828125,2057.699951171875,2713
2025-07-01,09:24:00,2057.0,2058.89990234375,2057.0,2058.0,2126
2025-07-01,09:25:00,2058.0,2060.0,2058.0,2059.5,3080
2025-07-01,09:26:00,2059.300048828125,2060.0,2057.89990234375,2060.0,4161
2025-07-01,09:27:00,2059.60009765625,2059.699951171875,2057.800048828125,2058.60009765625,8419
2025-07-01,09:28:00,2058.699951171875,2058.699951171875,2055.60009765625,2056.39990234375,2092
2025-07-01,09:29:00,2055.60009765625,2057.0,2055.300048828125,2056.10009765625,1018
2025-07-01,09:30:00,2058.10009765625,2059.800048828125,2058.10009765625,2058.699951171875,1597
2025-07-01,09:31:00,2058.800048828125,2058.800048828125,2057.39990234375,2057.5,1110
2025-07-01,09:32:00,2058.60009765625,2059.300048828125,2057.0,2059.300048828125,2024
2025-07-01,09:33:00,2059.60009765625,2060.0,2058.60009765625,2059.199951171875,1156
2025-07-01,09:34:00,2059.199951171875,2059.5,2058.0,2058.0,3544
2025-07-01,09:35:00,2058.199951171875,2059.0,2058.10009765625,2059.0,1036
2025-07-01,09:36:00,2059.0,2059.0,2057.199951171875,2057.300048828125,3595
2025-07-01,09:37:00,2057.5,2059.0,2056.89990234375,2059.0,3211
2025-07-01,09:38:00,2058.300048828125,2061.300048828125,2057.800048828125,2061.199951171875,2725
2025-07-01,09:39:00,2061.199951171875,2062.0,2060.5,2061.60009765625,2012
2025-07-01,09:40:00,2062.199951171875,2062.60009765625,2061.199951171875,2061.199951171875,8891
2025-07-01,09:41:00,2061.10009765625,2063.5,2061.10009765625,2063.5,1897
2025-07-01,09:42:00,2063.0,2063.0,2062.300048828125,2063.0,1692
2025-07-01,09:43:00,2062.300048828125,2064.0,2061.699951171875,2062.39990234375,6900
2025-07-01,09:44:00,2063.300048828125,2064.800048828125,2063.10009765625,2063.89990234375,2117
2025-07-01,09:45:00,2063.89990234375,2065.0,2063.39990234375,2064.0,4255
2025-07-01,09:46:00,2064.60009765625,2064.60009765625,2061.300048828125,2062.0,6827
2025-07-01,09:47:00,2062.0,2063.199951171875,2062.0,2063.199951171875,1924
2025-07-01,09:48:00,2062.60009765625,2064.5,2062.60009765625,2064.5,2109
2025-07-01,09:49:00,2064.0,2068.0,2064.0,2067.300048828125,9501
2025-07-01,09:50:00,2068.0,2068.39990234375,2064.60009765625,2064.800048828125,8723
2025-07-01,09:51:00,2064.39990234375,2066.0,2064.0,2065.0,2947
2025-07-01,09:52:00,2065.699951171875,2065.89990234375,2064.39990234375,2064.39990234375,2166
2025-07-01,09:53:00,2065.0,2065.0,2062.39990234375,2063.10009765625,2591
2025-07-01,09:54:00,2062.300048828125,2062.300048828125,2059.60009765625,2059.60009765625,2743
2025-07-01,09:55:00,2059.800048828125,2061.10009765625,2059.5,2060.39990234375,1840
2025-07-01,09:56:00,2060.800048828125,2061.800048828125,2060.60009765625,2060.60009765625,2556
2025-07-01,09:57:00,2060.60009765625,2062.300048828125,2060.5,2060.89990234375,668
2025-07-01,09:58:00,2061.800048828125,2063.0,2061.300048828125,2063.0,728
