Date,Time,Open,High,Low,Close,Volume
2025-07-04,09:15:00,56825.6484375,56914.05078125,56793.0,56866.30078125,0
2025-07-04,09:16:00,56862.94921875,56888.0,56844.5,56877.25,0
2025-07-04,09:17:00,56874.69921875,56919.30078125,56869.1015625,56897.8984375,0
2025-07-04,09:18:00,56897.19921875,56920.8984375,56824.1015625,56825.0,0
2025-07-04,09:19:00,56827.55078125,56843.1015625,56782.80078125,56841.05078125,0
2025-07-04,09:20:00,56842.1484375,56871.3984375,56826.55078125,56857.6015625,0
2025-07-04,09:21:00,56856.6015625,56898.25,56853.05078125,56853.05078125,0
2025-07-04,09:22:00,56862.75,56873.94921875,56847.69921875,56852.1484375,0
2025-07-04,09:23:00,56852.3515625,56854.8984375,56803.3515625,56834.80078125,0
2025-07-04,09:24:00,56840.6484375,56859.69921875,56833.55078125,56854.6484375,0
2025-07-04,09:25:00,56855.25,56894.25,56855.25,56883.05078125,0
2025-07-04,09:26:00,56882.6015625,56901.44921875,56875.8515625,56894.69921875,0
2025-07-04,09:27:00,56896.1484375,56920.80078125,56893.3984375,56902.8515625,0
2025-07-04,09:28:00,56904.55078125,56905.1484375,56882.44921875,56887.1484375,0
2025-07-04,09:29:00,56888.5,56888.5,56860.05078125,56861.44921875,0
2025-07-04,09:30:00,56860.05078125,56876.19921875,56845.44921875,56848.6015625,0
2025-07-04,09:31:00,56843.94921875,56843.94921875,56822.5,56823.30078125,0
2025-07-04,09:32:00,56822.94921875,56831.55078125,56813.8515625,56819.19921875,0
2025-07-04,09:33:00,56798.1484375,56810.3984375,56788.8984375,56795.75,0
2025-07-04,09:34:00,56796.1484375,56797.80078125,56771.0,56772.75,0
2025-07-04,09:35:00,56770.6484375,56775.6484375,56745.05078125,56754.25,0
2025-07-04,09:36:00,56755.6015625,56757.75,56711.1484375,56713.80078125,0
2025-07-04,09:37:00,56711.0,56723.6484375,56705.6484375,56723.6484375,0
2025-07-04,09:38:00,56723.5,56742.1484375,56719.25,56724.6015625,0
2025-07-04,09:39:00,56725.80078125,56729.1015625,56697.1484375,56697.8984375,0
2025-07-04,09:40:00,56695.8515625,56722.6015625,56680.19921875,56718.8515625,0
2025-07-04,09:41:00,56716.30078125,56725.6484375,56692.5,56719.55078125,0
2025-07-04,09:42:00,56718.5,56723.3515625,56698.0,56705.80078125,0
2025-07-04,09:43:00,56709.69921875,56716.30078125,56692.6015625,56713.44921875,0
2025-07-04,09:44:00,56709.55078125,56736.69921875,56706.5,56733.1484375,0
2025-07-04,09:45:00,56733.1484375,56744.6015625,56718.94921875,56731.0,0
2025-07-04,09:46:00,56730.55078125,56740.69921875,56723.6484375,56739.5,0
2025-07-04,09:47:00,56738.5,56752.3984375,56731.0,56749.6015625,0
2025-07-04,09:48:00,56744.55078125,56756.05078125,56741.8984375,56748.30078125,0
2025-07-04,09:49:00,56751.80078125,56752.19921875,56723.3984375,56731.3984375,0
2025-07-04,09:50:00,56730.44921875,56733.25,56714.75,56717.19921875,0
2025-07-04,09:51:00,56718.8984375,56740.30078125,56712.30078125,56739.5,0
2025-07-04,09:52:00,56740.8984375,56760.3984375,56740.8984375,56757.55078125,0
2025-07-04,09:53:00,56759.8515625,56775.05078125,56750.6015625,56766.25,0
2025-07-04,09:54:00,56767.25,56770.8515625,56751.6484375,56764.55078125,0
2025-07-04,09:55:00,56764.6484375,56772.55078125,56747.3515625,56750.6484375,0
2025-07-04,09:56:00,56748.19921875,56754.8515625,56740.3984375,56752.44921875,0
2025-07-04,09:57:00,56750.1015625,56759.05078125,56744.69921875,56752.25,0
2025-07-04,09:58:00,56751.75,56760.0,56745.44921875,56759.75,0
2025-07-04,09:59:00,56760.55078125,56785.19921875,56756.19921875,56785.19921875,0
2025-07-04,10:00:00,56784.44921875,56812.55078125,56781.19921875,56802.80078125,0
2025-07-04,10:01:00,56802.0,56802.0,56771.94921875,56771.94921875,0
2025-07-04,10:02:00,56773.1484375,56777.6484375,56754.44921875,56770.1484375,0
2025-07-04,10:03:00,56771.5,56789.25,56764.1484375,56788.3984375,0
2025-07-04,10:04:00,56786.25,56789.6015625,56775.6484375,56778.80078125,0
2025-07-04,10:05:00,56779.0,56785.0,56774.0,56775.55078125,0
2025-07-04,10:06:00,56782.1015625,56788.6015625,56772.94921875,56778.80078125,0
2025-07-04,10:07:00,56779.25,56782.19921875,56762.1015625,56770.30078125,0
2025-07-04,10:08:00,56769.55078125,56781.75,56763.80078125,56777.80078125,0
2025-07-04,10:09:00,56777.3984375,56801.1484375,56767.75,56800.55078125,0
2025-07-04,10:10:00,56800.25,56804.80078125,56792.3984375,56794.6484375,0
2025-07-04,10:11:00,56787.69921875,56801.05078125,56785.8515625,56801.05078125,0
2025-07-04,10:12:00,56798.8984375,56801.6484375,56784.8984375,56784.8984375,0
2025-07-04,10:13:00,56784.05078125,56787.8984375,56764.5,56774.44921875,0
2025-07-04,10:14:00,56769.1484375,56801.1484375,56767.80078125,56795.6015625,0
2025-07-04,10:15:00,56796.3515625,56824.30078125,56792.30078125,56821.6015625,0
2025-07-04,10:16:00,56821.55078125,56833.55078125,56819.6015625,56821.8515625,0
2025-07-04,10:17:00,56825.8515625,56832.19921875,56787.25,56787.25,0
2025-07-04,10:18:00,56787.69921875,56794.25,56778.05078125,56779.1484375,0
2025-07-04,10:19:00,56781.3984375,56802.75,56776.3984375,56802.75,0
2025-07-04,10:20:00,56802.69921875,56809.69921875,56799.1015625,56807.5,0
2025-07-04,10:21:00,56809.05078125,56822.1484375,56803.80078125,56814.19921875,0
2025-07-04,10:22:00,56818.6484375,56836.8984375,56812.80078125,56832.69921875,0
2025-07-04,10:23:00,56832.8515625,56835.3515625,56819.55078125,56833.3515625,0
2025-07-04,10:24:00,56832.8515625,56839.55078125,56827.6015625,56836.94921875,0
2025-07-04,10:25:00,56838.3984375,56845.44921875,56836.80078125,56843.3515625,0
2025-07-04,10:26:00,56843.3515625,56847.0,56829.05078125,56842.8515625,0
2025-07-04,10:27:00,56843.69921875,56848.1015625,56819.05078125,56822.69921875,0
2025-07-04,10:28:00,56821.69921875,56834.55078125,56818.19921875,56830.6015625,0
2025-07-04,10:29:00,56832.6015625,56837.69921875,56826.25,56833.44921875,0
2025-07-04,10:30:00,56833.44921875,56836.3515625,56826.0,56833.80078125,0
2025-07-04,10:31:00,56834.1484375,56855.05078125,56830.8515625,56840.19921875,0
2025-07-04,10:32:00,56839.75,56840.6015625,56822.80078125,56824.0,0
2025-07-04,10:33:00,56825.30078125,56831.69921875,56818.44921875,56829.1015625,0
2025-07-04,10:34:00,56827.19921875,56830.05078125,56817.80078125,56824.44921875,0
2025-07-04,10:35:00,56827.30078125,56834.25,56814.8984375,56832.80078125,0
2025-07-04,10:36:00,56830.1015625,56839.8984375,56820.5,56822.6484375,0
2025-07-04,10:37:00,56821.55078125,56831.94921875,56819.80078125,56828.55078125,0
2025-07-04,10:38:00,56828.94921875,56852.19921875,56828.30078125,56850.30078125,0
2025-07-04,10:39:00,56850.30078125,56863.44921875,56843.3984375,56863.44921875,0
2025-07-04,10:40:00,56862.1015625,56871.80078125,56857.05078125,56868.05078125,0
2025-07-04,10:41:00,56866.5,56866.5,56866.5,56866.5,0
